fn_list,y_true,y_pred,0,1,2,3,4
../dataset/extracted/92dcb0d8394d0df1064e68d90cd90a6ae5863e91f194cbaac85ec21c202f581f,1,1,0.0231953,0.96377647,0.012854936,6.4108853e-12,0.00017331801
../dataset/extracted/abdb2da30435430f808b229f8b6856fafc154a386ef4f7c5e8de4a746e350e0c,1,1,8.143506e-05,0.9993975,0.00052030856,1.1658044e-16,7.38129e-07
../dataset/extracted/92c959c36617445a35e6f4f2ee2733861aa1b3baf8728d19a4fd5176f3c80401,1,1,0.006479335,0.97608715,0.016796261,3.758695e-13,0.00063734694
../dataset/extracted/56a1513bcf959d5df3ff01476ddb4b158ce533658ab7d8dd439324b16f193ac2,1,1,0.00582904,0.9937589,0.00025870587,3.829808e-15,0.0001533185
../dataset/extracted/637cabc343e3ed5b447dccb13aa7caf4d3a3eb3cd617d360167f270ec34596ea,1,1,0.000583279,0.99656326,0.0028515276,9.060638e-15,1.8639461e-06
../dataset/extracted/e8d3f1e4e0d7c19e195d92be5cb6b3617a0496554c892e93b66a75c411745c05,1,1,0.00020315706,0.9907981,2.2536202e-05,6.0980737e-10,0.008976195
../dataset/extracted/1ba99d553582cc6b6256276a35c2e996e83e11b39665523f0d798beb91392c90,1,1,0.0014865224,0.9982862,0.00018555294,1.0221314e-15,4.172189e-05
../dataset/extracted/94d4e4a8f2d53426154c41120b4f3cf8105328c0cc5d4bd9126a54c14b296093,1,1,0.00036097103,0.99948955,0.00014711326,1.441023e-15,2.2322292e-06
../dataset/extracted/4c5c02fbd6f35cad2e0a6f15e769bc6d4413219ce059cc11be7589f5d54645ea,1,1,0.00036097103,0.99948955,0.00014711326,1.441023e-15,2.2322292e-06
../dataset/extracted/6296d95b49d795fa10ae6e9c4e4272ea4e1444105bddbf45b34ee067b2603b38,1,1,3.056976e-05,0.9999504,1.8898381e-05,9.145265e-18,1.4021079e-07
../dataset/extracted/a1176b60ca96cfeb37dde61bde935f645a64fabd8e300f072fc355434b711dcf,1,1,0.04709392,0.94251764,0.010057861,6.366465e-13,0.0003305938
../dataset/extracted/5809076ea5d97facb9cffabd2b44ea4f8de1af8a0c2c2df3807cb3a82ef99508,1,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/f7f4d18dbc0b822b89ba14ffea24114f92b593be0f287f300bb269b310883039,1,1,0.006624524,0.9910341,0.0022746788,3.0129517e-12,6.680013e-05
../dataset/extracted/61969cd978cd2de3a13a10510d0dea5d0d3b212209804563ed3d42033a9d0f54,1,1,0.0004118545,0.9994117,0.00017395074,1.6565685e-15,2.456327e-06
../dataset/extracted/342e1f591ab45fcca6cee7f5da118a99dce463e222c03511c3f1288ac2cf82c8,1,4,0.06929569,0.33156672,0.055436336,0.032752007,0.51094925
../dataset/extracted/b9c996b06e0db273a4edede3fd6fda2b40b2e0201eba3e8ac581d802fc610a4a,1,1,0.012240758,0.96919954,0.01281143,2.1428547e-13,0.0057483437
../dataset/extracted/6e57c69963562d28a3a9da9f9103c199c909d0baa185a5d21e1b200a5a14ab72,1,1,3.685071e-05,0.9979532,0.0005644561,5.6106644e-13,0.0014454223
../dataset/extracted/de8184c6850d17f90e861309828af1f7b7e3b1695ebe5d303d3d4b6ef4ba1218,1,1,0.0041146833,0.9954217,0.00041786174,3.3323875e-13,4.577937e-05
../dataset/extracted/86056f462d5783604b7f050047db210ecf698e72f3664b27d58265663ff5b324,1,1,1.711882e-05,0.999571,0.0004104389,2.5400513e-15,1.4639367e-06
../dataset/extracted/47a9bd47efbb3ae928f8dd43b567145b5b60f3513122f346ade42939f323b1c5,2,2,0.13411325,7.339267e-05,0.86549824,1.4819017e-09,0.0003151287
../dataset/extracted/5f23a3442fa4515ebba8e24f2254b52b3e4b000f12843a4f612da65de38db1de,2,2,0.004782265,0.0037939,0.99142164,7.691187e-12,2.173379e-06
../dataset/extracted/5bb93bd97851c570c6654e64e7c23330e6ef03bd14b3aa4d055d230115a08247,2,2,0.023095746,0.0855763,0.8908887,1.4118263e-09,0.00043923777
../dataset/extracted/9c1b6e78e61eff42724eb4d7b009636fea0fa69b830d94344019c0988ef2aebe,2,2,0.0029929308,0.012634533,0.9842817,4.568307e-07,9.029451e-05
../dataset/extracted/f6d4536a93871f06586841397df7d819baf520f2ba026dcbe4a48be62763d65f,2,2,0.12873447,0.06346054,0.8077703,1.1633369e-13,3.476725e-05
../dataset/extracted/4e0ff655fef261629efe30a79daf07c718f526b9e7cd23f9ba01f9c94f554064,2,2,0.00036525796,4.434732e-05,0.99959034,2.319486e-14,1.11778576e-07
../dataset/extracted/ab478166ea93e9dac3e37a9ad7457aa58249046003238e3b3bc5b9b45b09d7a8,2,2,0.19938542,0.018739346,0.78171456,5.491337e-09,0.00016062058
../dataset/extracted/cde17a9c8fae629733fdcce5cfe8f228307fb43f166116d1d9ff1e5975130f64,2,2,0.05019264,9.9664445e-05,0.94940734,7.4240153e-10,0.00030042205
../dataset/extracted/e3cb14970160faf8181481af8c7d830f31b91d4a7ea95bb2891fbfccb6e43a87,2,2,0.013111661,0.003212794,0.98367393,8.749586e-14,1.5901047e-06
../dataset/extracted/0212dcdfedef5dcc18c5d1fee5eb8fb2f7d0a12343326c3bc87f159045b791e1,2,2,0.14232576,0.03419286,0.82271695,4.994828e-13,0.00076437974
../dataset/extracted/8e9183988d5e4ab96642b71861c3d1ca10769745ba0ec9fac64352e685fc18f6,2,2,0.14283541,0.008376448,0.8485589,2.0648283e-08,0.00022918846
../dataset/extracted/f8bad600e5586dc3a0c924db4923c6f8f7fefdfe47d2605a59379da8b8291fc0,2,2,0.047687672,0.00060480717,0.9517009,1.311642e-10,6.5628474e-06
../dataset/extracted/618171fc9bb0dba400e4e592299e7847e479d96ed19fd9875210aaf927f5e72a,2,2,0.007255198,0.0006969717,0.9920474,2.0404034e-12,4.685974e-07
../dataset/extracted/ab2db41bdca08f7f6997439a398a4042472045e8c376e3b848645b9813c59776,2,2,0.056967124,0.00049349084,0.94235903,2.454248e-08,0.00018028276
../dataset/extracted/a4d6c323b26a53e57df12f4cbc7d4e7504f8feaf1fdfe5a58365cfeed485187a,2,0,0.6422965,0.0043129805,0.35331747,5.134763e-08,7.303299e-05
../dataset/extracted/fd2df5e2cd529e936dc5144edb6b5d91bd9a88e33edd386e4e31ef4b3b9d49c6,2,2,0.013111661,0.003212794,0.98367393,8.749586e-14,1.5901047e-06
../dataset/extracted/ba789c3dcb6e20f401ef0c76e8c9889ebff9f2b669b8bf3fcb33f1a78109d4d6,2,0,0.59244514,0.0019005479,0.40559003,7.121645e-10,6.437195e-05
../dataset/extracted/eb8eefea77fb258bde014c3dfd9dc92c9b69598ecdbd74750d0ca609afc8808c,2,2,0.004782265,0.0037939,0.99142164,7.691187e-12,2.173379e-06
../dataset/extracted/5bf2dfcf19db065cff2d55a9942c8fc8d5cbf77b58051ebf68ec6343cad91c16,2,2,0.004782265,0.0037939,0.99142164,7.691187e-12,2.173379e-06
../dataset/extracted/cb09c377721de670a698db9d56716be19946225ed7eb3dfccef283be28d7780d,2,2,0.004782265,0.0037939,0.99142164,7.691187e-12,2.173379e-06
../dataset/extracted/1d24d8268c2f8e82b65d58429c166367eee9683c38a1408910536d8084f4ad46,2,2,0.080411084,0.0055068145,0.9140748,3.103567e-11,7.2476228e-06
../dataset/extracted/12811f786fb3a98c0eeff39d3faabc5824881bcd691fc1cc8f35d7ffaa707c03,2,2,0.05570747,0.0054844297,0.9387484,1.4792995e-08,5.9605016e-05
../dataset/extracted/d6684a4aff4f0706c5a9818fb0b1a5f52cb22531c88d416e5950e28b67adfbdd,2,2,0.012564087,0.007031195,0.9631525,1.913737e-12,0.017252184
../dataset/extracted/dbe718e86f504515e6bc25f7ad64db7b38e60dde3bffe71c4bb65cb9ee15d57f,2,2,0.2132721,0.074849024,0.71170074,4.541801e-09,0.00017816109
../dataset/extracted/f32cdc8ed6ed1787da7a9d7f9a4110deb419b4fbf20202ea752026abefa5951f,2,1,0.054093715,0.58384174,0.3619078,1.0693376e-09,0.00015671241
../dataset/extracted/d4a15ab2af2be3d1b5697ffc27d5532b1dbc0b62c9466b6a1911386faa8f1d9c,2,2,0.0006783693,0.007264,0.9919796,4.5203333e-10,7.806896e-05
../dataset/extracted/472a9cfbba1990d438c92cda1b7d73c9940e5fd0523beb6483de025f25c28314,2,2,0.2800868,0.027766854,0.69207007,1.28570505e-11,7.62726e-05
../dataset/extracted/f2855f3eb4faa82f41fd97ddd9563d03ba4fb720fe1dd2d0befb340d20e6ea8a,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/6364ddf44f0276889b16ba8139028c61b6d2fcfad08abad89e79f84983b26e21,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/ae7bff6b7763eda75cb01c100dec792d1d8fabaf0147ff49e27b8137bf7d48aa,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/f6c458cc3c6da99f687a1d3c545dfcde8d97bfa5b65cfbd0ffcb592ca77338e5,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/78dea367f9f623d659c9b06528e6cf2877857e7d3e72ec5a1a0b66ca345410cd,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/7b1170c0d3876a88579f2e65df6161e78a967d018df1f2848ff85fd719b02dbd,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/dd870a15b1279c62ccffd4252455c10ae03ac0cc213156d01c9649c1a55b2ac3,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/a6200666db9e198f76de379619324b6146c3c474f32623fdd9612ef664ad39ff,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/d3a410c7e0fce1e7200490a8f81246ea7c2fa56e60bf81347bc47e9464738d51,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/442d94fb3888aaf4bd542b28ab8ba7aba93019d867200bc3923616b0253ab174,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/f4995fb1743ddcd1b8c787d850b393908e42e829744168429191ae9cd7e58faf,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/cf187d273441f7c7629353dbfd168f011cac953a1077752a52597490a22ae6fe,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/277032657dad420b1f0fbbd5bcb2e1a375fe3ede9461e19d21161d8ef2191d71,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/950329c7023bc6900dafa8c6cfec95c584cf4a8e6b4702365e021a3f64eb3e97,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/4271529384c376ffc65bca09cbff0bf22e94d04dd00d5a6f49db4fc58054d5cd,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/f4bff0768e2e548aad03a51b00077c30c1865c54385b060ed8f4325812da13aa,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/51714df0057803d97cf8cfda688eab307747bded8565a55bf910f1fb8188e717,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/cba563a02eaf3cdaeedfa86040e0333dd9839d768ed63d9aed6cc89836d5b356,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/41966950358c494059d2d59e12ab54d40b4cba5d41445b0092de32a770d2e85b,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/e70c5d462029f1274663cb41063877fe74e86af470480218ae7decabbd3c406a,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/6b6128b97d804d6cdafb3a7d4fb26eea711475574f518c1a5f30f8da2609585b,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/f4f2380d4ae81a944e0ea66e7a93d61f0b7933ea02b7584a6daadb03a4a427c6,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/1eb9b6310dee86bab58848bd78d187655e5716d65986c61e81ebd19e677ea7ef,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/6ecfffa2996f0787948586b38a98d3507ee377b93155396d8992856512e01728,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/47a4adb9de90ca98cfa68784ba90121f72c3d207f34b4b7c8bea285e30f4b08f,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/0d4b6a874bc88022d0433972dc8686ca97aa0e4de2b268d64eb7b1ff143980f1,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/b7c7e3f00e363caa167499277dee65d7d5cd971151bd520d38ee986f74a1d75c,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/c9bd511ee0e42e1f3f929496cbfbc254b1f49c8fb5806f1827c85a6cdaadab6d,3,3,1.18630616e-07,4.8829172e-08,2.5679381e-05,0.9999734,8.8517976e-07
../dataset/extracted/8a81bcf9f80c6d31e8ac25a15d645359d81f0b0208281b25d5d8e5aaeea3e728,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/d94bdfde052dec8566287a70a7d43090870654dc7bb9004c8d69be61e39862c1,4,4,0.000118362645,0.078423865,8.173532e-05,9.249823e-12,0.921376
../dataset/extracted/ae2662832373df5321d424dc36e819758a116407b5a3142efe9a7da4ac17590c,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/58a929a52572d3981d1efc0640782d8839aff10922d4378f577efe5238e2f2d6,4,4,0.00018598435,0.008238171,6.689711e-05,2.5500294e-10,0.99150896
../dataset/extracted/b30e59a55f9ad1a4d54a5981ef33c18bf8f0b0c71e7b7cef16ae76f4903161b6,4,4,5.921821e-05,0.0023615302,4.184818e-06,7.7422965e-14,0.9975751
../dataset/extracted/127f6a2692bf6350eb9c1ed2df1b2c078aaadfd8e892473f0032d1ab479c6344,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/dc7da540ce83cbcb113bd2472931e492b91eec5dc3a3cc856bc70b9db836fd4f,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/00cfb9077147b1273a466e25fb9798b6e1a5043afd81ac186c30e63a947693f8,4,4,6.17862e-05,0.002270193,4.416122e-06,7.7678634e-14,0.9976636
../dataset/extracted/8c6939d7aa933d0ae1022c2919941222a6f866dd54db817b2fccf89732d8eeab,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/b85e9ccc9a6f00beba918e9320cd5de5cca16b89d4db54cf6377d715bd70bb3a,4,4,0.00019128744,0.0066407253,8.7628985e-05,2.8862102e-09,0.9930803
../dataset/extracted/a48c9d445763751937ffcca551d15e255bb6f2f357421ffd16eddf3082a0f59a,4,4,7.25298e-05,0.005280514,7.2616695e-06,1.03546864e-13,0.9946397
../dataset/extracted/0977c716562852b4688b9ff9a488e98e53501ad017f9e035b85b617e5f114e15,4,4,7.725671e-06,0.0014456728,3.4260087e-05,4.519498e-11,0.9985123
../dataset/extracted/af84b24296b2b57b02e0780ce1a6a0072fe4d27d8610392403b446c62b817f62,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/6a7c7b24cbbb9edd01babb07ee6f178e1055ae6a5c2003a769a74fcd2d7fe392,4,4,0.008780394,0.04393768,0.009639823,1.419294e-08,0.93764204
../dataset/extracted/e25e3333db573b70ca342d5d040800d030c3e8348983a2592de415297b0b5b3b,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/37c77ba41d296f9e75356d688bbbe9f1061cc01de2bc15933dd8a6db5a37ba72,4,4,0.001703106,0.026631897,0.07023967,7.869605e-08,0.9014253
../dataset/extracted/a900098e0c30b0e1400472c0fd70fdc68875aa84d3c364736e22300354f23435,4,4,1.1865915e-05,0.015893871,3.0338646e-05,5.747656e-11,0.984064
../dataset/extracted/fe8160d855711e2712cfecb7e55db83420af084897e4d6f93d53fbe6b4b67173,4,4,0.0029923911,0.006471987,0.18737365,1.3139756e-07,0.80316186
../dataset/extracted/11f39889888c96ccb374a1df1cc53998761d08d148f6f6e941eacf0590728410,4,4,0.0029622589,0.0064402064,0.19652781,1.2520441e-07,0.7940696
../dataset/extracted/beaa1aff1add01a5f7860549238cc21e5129860461183f79a09915b88ea218be,4,4,0.0001703282,0.0049570627,1.8154762e-05,1.3879886e-13,0.99485445
../dataset/extracted/a1669957257226ace07aa63b449ec895c42ed6a8458f872929ddbec5d3a9b5cc,4,4,0.00086016953,0.00039036133,0.00039503703,1.5873627e-10,0.99835443
../dataset/extracted/58f75e09ba364deeef67785ed7ecee43dd96eec54c17f576990b3291d71f7f44,4,4,0.21695644,0.00304553,0.0007467311,1.2904988e-10,0.77925134
../dataset/extracted/645f6afa7579e8ef304a599affe8d7dcb5f8d3d971001819903e635d2667e1dd,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/458dec6e45274c66f9e6170398a25db9d4d8f138b05c5c1ddf65c158e8e48e57,4,4,0.0003749842,0.0025779968,0.00010220904,7.344424e-08,0.9969447
../dataset/extracted/cf13ab9407f790032339163897878fe2e6272757a598ee3474f34351fd6ad1b2,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/6194c87fa5a28057a06c16d6f2cc7f9dee53f246356a777366d6de67269595ec,4,4,0.07239622,0.2749804,0.05084317,0.03902737,0.56275284
../dataset/extracted/d101b3069aa75461c30def36a407f8b20a6d49892a1b6ec3df683fa034bde20d,4,4,0.0010132578,0.031820875,0.0796571,8.183385e-08,0.8875087
